0,44243 
1,44244 
0,44251 
1,44252 
0,44253 
1,44254 
0,44257 
1,44260 
0,44261 
1,44262 
0,44264 
1,44275 
0,44277 
1,44284 
0,44285 
1,94409 
0,94410 
1,94413 
0,94414 
1,94429 
0,144239 
1,144240 
0,144243 
1,144246 
0,144247 
1,144250 
0,144252 
1,144253 
0,144254 
1,194393 
0,194394 
1,194415 
0,194417 
1,194418 
0,194420 
1,194422 
0,194426 
1,194427 
0,244236 
1,244237 
0,244241 
1,244242 
0,244244 
1,244246 
0,244248 
1,244249 
0,244256 
1,244258 
0,244260 
1,244265 
0,244268 
1,294423 
0,294425 
1,294434 
0,294435 
1,294439 
0,344240 
1,344241 
0,344242 
1,344244 
0,344248 
1,344250 
0,344256 
1,344257 
0,344258 
1,344268 
0,344269 
1,394405 
0,394406 
1,394434 
0,394468 
1,394469 
0,444255 
1,444256 
0,444258 
1,444259 
0,444260 
1,444268 
0,444269 
1,444270 
0,444271 
1,444273 
0,444277 
1,494400 
0,494401 
1,494408 
0,494409 
1,494410 
0,494412 
1,494417 
0,494419 
1,494420 
0,494428 
1,494429 
0,494453 
1,494454 
0,544245 
1,544248 
0,544263 
1,544264 
0,544267 
1,544282 
0,544283 
1,594405 
0,594407 
1,594410 
0,594411 
1,594415 
0,594432 
1,594436 
0,644227 
1,644228 
0,644235 
1,644236 
0,644248 
1,644249 
0,644250 
1,644260 
0,644261 
1,694416 
0,694427 
1,694428 
0,694429 
1,694431 
0,744264 
1,744271 
0,744273 
1,744274 
0,744275 
1,794395 
0,794396 
1,794403 
0,794405 
1,794412 
0,794413 
1,794421 
0,794423 
1,794428 
0,794429 
1,794430 
0,844248 
1,844252 
0,844253 
1,844259 
0,844261 
1,894393 
0,894394 
1,894403 
0,894406 
1,894407 
0,894411 
1,894413 
0,944260 
1,944265 
0,944269 
1,944270 
0,944272 
1,994402 
0,994404 
1,994410 
0,994412 
1,994413 
0,994414 
1,994415 
0,994417 
1,994418 
0,994425 
1,994427 
0,1044240 
1,1044241 
0,1044244 
1,1044245 
0,1044249 
1,1044251 
0,1044256 
1,1044273 
0,1044275 
1,1094409 
0,1094416 
1,1094418 
0,1094419 
1,1094422 
0,1144240 
1,1144241 
0,1144244 
1,1144245 
0,1144249 
1,1144250 
0,1144252 
1,1144254 
0,1144255 
1,1144256 
0,1144257 
1,1144261 
0,1144263 
1,1194397 
0,1194398 
1,1194423 
0,1194425 
1,1194426 
0,1194430 
1,1194431 
0,1194433 
1,1194434 
0,1194438 
1,1194439 
0,1244236 
1,1244237 
0,1244272 
1,1294399 
0,1294400 
1,1294422 
0,1294426 
1,1294428 
0,1294435 
1,1294438 
0,1294443 
1,1294445 
0,1344246 
1,1344247 
0,1344249 
1,1344250 
0,1344251 
1,1344252 
0,1344262 
1,1344263 
0,1344278 
1,1344286 
0,1344287 
1,1394416 
0,1394417 
1,1394422 
0,1394425 
1,1394426 
0,1394428 
1,1394431 
0,1394433 
1,1394438 
0,1394455 
1,1394456 
0,1444229 
1,1444230 
0,1444239 
1,1444242 
0,1444247 
1,1444248 
0,1444252 
1,1494402 
0,1494403 
1,1494421 
0,1494422 
1,1494424 
0,1494427 
1,1494432 
0,1494433 
1,1494438 
0,1494447 
1,1494448 
0,1544261 
1,1544262 
0,1544263 
1,1544264 
0,1544268 
1,1544270 
0,1544274 
1,1544282 
0,1544283 
1,1594413 
0,1594414 
1,1594418 
0,1594428 
1,1594429 
0,1594436 
1,1594437 
0,1644282 
1,1644285 
0,1644287 
1,1644293 
0,1644296 
1,1694410 
0,1694413 
1,1694416 
0,1694417 
1,1694418 
0,1694422 
1,1694424 
0,1694437 
1,1694438 
0,1744253 
1,1744255 
0,1744256 
1,1744257 
0,1744259 
1,1744262 
0,1744264 
1,1744265 
0,1744266 
1,1794436 
0,1794437 
1,1794448 
0,1794449 
1,1794458 
0,1794460 
1,1794461 
0,1844266 
1,1844268 
0,1844269 
1,1844270 
0,1844272 
1,1844274 
0,1844282 
1,1844286 
0,1844288 
1,1894414 
0,1894415 
1,1894421 
0,1894424 
1,1894426 
0,1894429 
1,1894431 
0,1944252 
1,1944253 
0,1944279 
1,1944281 
0,1944287 
1,1944291 
0,1944292 
1,1944300 
0,1944301 
1,1994407 
0,1994408 
1,1994415 
0,1994416 
1,1994419 
0,1994422 
1,1994424 
0,1994429 
1,1994431 
0,2044245 
1,2044246 
0,2044256 
1,2044261 
0,2044262 
1,2044265 
0,2044268 
1,2044270 
0,2044275 
1,2094428 
0,2094436 
1,2094440 
0,2094451 
1,2094452 
0,2144247 
1,2144248 
0,2144256 
1,2144257 
0,2144270 
1,2144273 
0,2144275 
1,2144283 
0,2144285 
1,2144288 
0,2144289 
1,2194406 
0,2194407 
1,2194410 
0,2194413 
1,2194423 
0,2244282 
1,2244283 
0,2244284 
1,2244288 
0,2244289 
1,2244294 
0,2244295 
1,2294416 
0,2294417 
1,2294425 
0,2294426 
1,2294431 
0,2294433 
1,2294436 
0,2294438 
1,2294443 
0,2344249 
1,2344253 
0,2344256 
1,2344263 
0,2344264 
1,2344265 
0,2344270 
1,2394411 
0,2394412 
1,2394422 
0,2394424 
1,2394428 
0,2394430 
1,2394434 
0,2444249 
1,2444251 
0,2444254 
1,2444260 
0,2444261 
1,2444262 
0,2444263 
1,2494433 
0,2494434 
1,2494439 
0,2494441 
1,2494442 
0,2494447 
1,2494448 
0,2544238 
1,2544239 
0,2544265 
1,2544267 
0,2544274 
1,2544275 
0,2544277 
1,2544278 
0,2544285 
1,2544286 
0,2544287 
1,2544298 
0,2544299 
1,2544306 
0,2544307 
1,2594410 
0,2594412 
1,2594415 
0,2594416 
1,2594422 
0,2594436 
1,2594437 
0,2644247 
1,2644248 
0,2644267 
1,2644268 
0,2644272 
1,2644277 
0,2644278 
1,2644279 
0,2644281 
1,2644282 
0,2644285 
1,2694424 
0,2694425 
1,2694441 
0,2694447 
1,2694448 
0,2744234 
1,2744236 
0,2744241 
1,2744258 
0,2744261 
1,2794416 
0,2794418 
1,2794419 
0,2794422 
1,2794424 
0,2794428 
1,2794431 
0,2794432 
1,2794433 
0,2794434 
1,2794435 
0,2794437 
1,2794438 
0,2844268 
1,2844269 
0,2844280 
1,2844282 
0,2844285 
1,2844287 
0,2844288 
1,2894412 
0,2894413 
1,2894417 
0,2894418 
1,2894419 
0,2894421 
1,2894433 
0,2894438 
1,2894439 
0,2894440 
1,2894442 
